mosi,miso
0xA0,0x00
,
,
0x1E,0xA0
0x10,0xC3
,
,
0x5E,0xA0
0x10,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x10,0xC3
,
,
0x5E,0xA0
0x10,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x10,0xC1
,
,
0x5E,0xA0
0x10,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x10,0xC2
,
,
0x5E,0xA0
0x10,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x10,0xC3
,
,
0x5E,0xA0
0x10,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x10,0xC2
,
,
0x5E,0xA0
0x10,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x10,0xC0
,
,
0x5E,0xA0
0x10,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x10,0xC2
,
,
0x5E,0xA0
0x10,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x10,0xC2
,
,
0x5E,0xA0
0x10,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x10,0xC4
,
,
0x5E,0xA0
0x10,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x10,0xC1
,
,
0x5E,0xA0
0x10,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x10,0xC1
,
,
0x5E,0xA0
0x10,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x10,0xC1
,
,
0x5E,0xA0
0x10,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x10,0xC4
,
,
0x5E,0xA0
0x10,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x10,0xC0
,
,
0x5E,0xA0
0x10,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x10,0xC2
,
,
0x5E,0xA0
0x10,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x10,0xC2
,
,
0x5E,0xA0
0x10,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x10,0xC2
,
,
0x5E,0xA0
0x10,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x10,0xC0
,
,
0x5E,0xA0
0x10,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x10,0xC2
,
,
0x5E,0xA0
0x10,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x10,0xC2
,
,
0x5E,0xA0
0x10,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x10,0xC2
,
,
0x5E,0xA0
0x10,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x10,0xC1
,
,
0x5E,0xA0
0x10,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x10,0xC2
,
,
0x5E,0xA0
0x10,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x10,0xC2
,
,
0x5E,0xA0
0x10,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x10,0xC1
,
,
0x5E,0xA0
0x10,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x10,0xC2
,
,
0x5E,0xA0
0x10,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x10,0xC2
,
,
0x5E,0xA0
0x10,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x10,0xC2
,
,
0x5E,0xA0
0x10,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x10,0xC2
,
,
0x5E,0xA0
0x10,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x10,0xC1
,
,
0x5E,0xA0
0x10,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x10,0xC2
,
,
0x5E,0xA0
0x10,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x10,0xC2
,
,
0x5E,0xA0
0x10,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x10,0xC3
,
,
0x5E,0xA0
0x10,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x10,0xC2
,
,
0x5E,0xA0
0x10,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x10,0xC1
,
,
0x5E,0xA0
0x10,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x10,0xC0
,
,
0x5E,0xA0
0x10,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x10,0xC3
,
,
0x5E,0xA0
0x10,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x10,0xC1
,
,
0x5E,0xA0
0x10,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x10,0xC2
,
,
0x5E,0xA0
0x10,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x10,0xC1
,
,
0x5E,0xA0
0x10,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x10,0xC2
,
,
0x5E,0xA0
0x10,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x10,0xC2
,
,
0x5E,0xA0
0x10,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x10,0xC2
,
,
0x5E,0xA0
0x10,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x10,0xC2
,
,
0x5E,0xA0
0x10,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x10,0xC1
,
,
0x5E,0xA0
0x10,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x10,0xC2
,
,
0x5E,0xA0
0x10,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x10,0xC1
,
,
0x5E,0xA0
0x10,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x10,0xC2
,
,
0x5E,0xA0
0x10,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x10,0xC3
,
,
0x5E,0xA0
0x10,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x10,0xC1
,
,
0x5E,0xA0
0x10,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x10,0xC2
,
,
0x5E,0xA0
0x10,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x10,0xC1
,
,
0x5E,0xA0
0x10,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x10,0xC3
,
,
0x5E,0xA0
0x10,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x10,0xC3
,
,
0x5E,0xA0
0x10,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x10,0xC1
,
,
0x5E,0xA0
0x10,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x10,0xC2
,
,
0x5E,0xA0
0x10,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x10,0xC1
,
,
0x5E,0xA0
0x10,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x10,0xC2
,
,
0x5E,0xA0
0x10,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x10,0xC1
,
,
0x5E,0xA0
0x10,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x10,0xC2
,
,
0x5E,0xA0
0x10,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x10,0xC2
,
,
0x5E,0xA0
0x10,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x10,0xC1
,
,
0x5E,0xA0
0x10,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x10,0xC1
,
,
0x5E,0xA0
0x10,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x10,0xC1
,
,
0x5E,0xA0
0x10,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x10,0xC1
,
,
0x5E,0xA0
0x10,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x10,0xC1
,
,
0x5E,0xA0
0x10,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x10,0xC2
,
,
0x5E,0xA0
0x10,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x10,0xC1
,
,
0x5E,0xA0
0x10,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x10,0xC1
,
,
0x5E,0xA0
0x10,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x10,0xC1
,
,
0x5E,0xA0
0x10,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x10,0xC2
,
,
0x5E,0xA0
0x10,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x10,0xC3
,
,
0x5E,0xA0
0x10,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x10,0xC1
,
,
0x5E,0xA0
0x10,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x10,0xC1
,
,
0x5E,0xA0
0x10,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x10,0xC0
,
,
0x5E,0xA0
0x10,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x10,0xC1
,
,
0x5E,0xA0
0x10,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x10,0xC1
,
,
0x5E,0xA0
0x10,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x10,0xC2
,
,
0x5E,0xA0
0x10,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x10,0xC1
,
,
0x5E,0xA0
0x10,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x10,0xC1
,
,
0x5E,0xA0
0x10,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x10,0xC1
,
,
0x5E,0xA0
0x11,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x11,0xBD
,
,
0x5E,0xA0
0x11,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x11,0xBD
,
,
0x5E,0xA0
0x11,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x11,0xBD
,
,
0x5E,0xA0
0x11,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x11,0xBC
,
,
0x5E,0xA0
0x11,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x11,0xBE
,
,
0x5E,0xA0
0x11,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x11,0xBD
,
,
0x5E,0xA0
0x11,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x11,0xBD
,
,
0x5E,0xA0
0x11,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x11,0xBE
,
,
0x5E,0xA0
0x11,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x11,0xBE
,
,
0x5E,0xA0
0x11,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x11,0xBE
,
,
0x5E,0xA0
0x11,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x11,0xBD
,
,
0x5E,0xA0
0x11,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x11,0xBD
,
,
0x5E,0xA0
0x11,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x11,0xBD
,
,
0x5E,0xA0
0x11,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x11,0xBE
,
,
0x5E,0xA0
0x11,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x11,0xBC
,
,
0x5E,0xA0
0x11,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x11,0xBC
,
,
0x5E,0xA0
0x11,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x11,0xBE
,
,
0x5E,0xA0
0x11,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x11,0xBD
,
,
0x5E,0xA0
0x11,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x11,0xBC
,
,
0x5E,0xA0
0x11,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x11,0xBC
,
,
0x5E,0xA0
0x11,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x11,0xBD
,
,
0x5E,0xA0
0x11,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x11,0xBE
,
,
0x5E,0xA0
0x11,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x11,0xBE
,
,
0x5E,0xA0
0x11,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x11,0xBD
,
,
0x5E,0xA0
0x11,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x11,0xBF
,
,
0x5E,0xA0
0x11,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x11,0xBC
,
,
0x5E,0xA0
0x11,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x11,0xBD
,
,
0x5E,0xA0
0x11,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x11,0xBC
,
,
0x5E,0xA0
0x11,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x11,0xBD
,
,
0x5E,0xA0
0x11,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x11,0xBD
,
,
0x5E,0xA0
0x11,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x11,0xBC
,
,
0x5E,0xA0
0x11,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x11,0xBE
,
,
0x5E,0xA0
0x11,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x11,0xBE
,
,
0x5E,0xA0
0x11,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x11,0xBD
,
,
0x5E,0xA0
0x11,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x11,0xBD
,
,
0x5E,0xA0
0x11,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x11,0xBD
,
,
0x5E,0xA0
0x11,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x11,0xBC
,
,
0x5E,0xA0
0x11,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x11,0xBD
,
,
0x5E,0xA0
0x11,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x11,0xBE
,
,
0x5E,0xA0
0x11,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x11,0xBD
,
,
0x5E,0xA0
0x11,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x11,0xBD
,
,
0x5E,0xA0
0x11,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x11,0xBC
,
,
0x5E,0xA0
0x11,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x11,0xBC
,
,
0x5E,0xA0
0x11,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x11,0xBD
,
,
0x5E,0xA0
0x11,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x11,0xBC
,
,
0x5E,0xA0
0x11,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x11,0xBC
,
,
0x5E,0xA0
0x11,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x11,0xBD
,
,
0x5E,0xA0
0x11,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x11,0xBC
,
,
0x5E,0xA0
0x11,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x11,0xBE
,
,
0x5E,0xA0
0x11,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x11,0xBD
,
,
0x5E,0xA0
0x11,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x11,0xBD
,
,
0x5E,0xA0
0x11,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x11,0xBD
,
,
0x5E,0xA0
0x11,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x11,0xBC
,
,
0x5E,0xA0
0x11,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x11,0xBD
,
,
0x5E,0xA0
0x11,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x11,0xBD
,
,
0x5E,0xA0
0x11,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x11,0xBD
,
,
0x5E,0xA0
0x11,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x11,0xBE
,
,
0x5E,0xA0
0x11,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x11,0xBC
,
,
0x5E,0xA0
0x11,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x11,0xBD
,
,
0x5E,0xA0
0x11,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x11,0xBC
,
,
0x5E,0xA0
0x11,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x11,0xBC
,
,
0x5E,0xA0
0x11,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x11,0xBC
,
,
0x5E,0xA0
0x11,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x11,0xBB
,
,
0x5E,0xA0
0x11,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x11,0xBD
,
,
0x5E,0xA0
0x11,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x11,0xBD
,
,
0x5E,0xA0
0x11,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x11,0xBD
,
,
0x5E,0xA0
0x11,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x11,0xBC
,
,
0x5E,0xA0
0x11,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x11,0xBD
,
,
0x5E,0xA0
0x11,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x11,0xBD
,
,
0x5E,0xA0
0x11,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x11,0xBC
,
,
0x5E,0xA0
0x11,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x11,0xBD
,
,
0x5E,0xA0
0x11,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x11,0xBD
,
,
0x5E,0xA0
0x11,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x11,0xBD
,
,
0x5E,0xA0
0x11,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x11,0xBE
,
,
0x5E,0xA0
0x11,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x11,0xBC
,
,
0x5E,0xA0
0x11,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x11,0xBD
,
,
0x5E,0xA0
0x11,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x11,0xBC
,
,
0x5E,0xA0
0x11,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x11,0xBC
,
,
0x5E,0xA0
0x11,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x11,0xBD
,
,
0x5E,0xA0
0x11,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x11,0xBD
,
,
0x5E,0xA0
0x11,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x11,0xBD
,
,
0x5E,0xA0
0x11,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x11,0xBD
,
,
0x5E,0xA0
0x11,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x11,0xBC
,
,
0x5E,0xA0
0x11,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x11,0xBD
,
,
0x5E,0xA0
0x11,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x11,0xBC
,
,
0x5E,0xA0
0x11,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x11,0xBC
,
,
0x5E,0xA0
0x11,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x11,0xBC
,
,
0x5E,0xA0
0x11,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x11,0xBD
,
,
0x5E,0xA0
0x11,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x11,0xBE
,
,
0x5E,0xA0
0x11,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x11,0xBE
,
,
0x5E,0xA0
0x11,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x11,0xBD
,
,
0x5E,0xA0
0x11,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x11,0xBD
,
,
0x5E,0xA0
0x11,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x11,0xBD
,
,
0x5E,0xA0
0x11,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x11,0xBE
,
,
0x5E,0xA0
0x11,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x11,0xBC
,
,
0x5E,0xA0
0x11,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x11,0xBD
,
,
0x5E,0xA0
0x11,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x11,0xBD
,
,
0x5E,0xA0
0x11,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x11,0xBC
,
,
0x5E,0xA0
0x11,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x11,0xBD
,
,
0x5E,0xA0
0x11,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x11,0xBD
,
,
0x5E,0xA0
0x12,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x12,0xB9
,
,
0x5E,0xA0
0x12,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x12,0xB9
,
,
0x5E,0xA0
0x12,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x12,0xB9
,
,
0x5E,0xA0
0x12,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x12,0xB9
,
,
0x5E,0xA0
0x12,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x12,0xB9
,
,
0x5E,0xA0
0x12,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x12,0xB9
,
,
0x5E,0xA0
0x12,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x12,0xB9
,
,
0x5E,0xA0
0x12,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x12,0xBA
,
,
0x5E,0xA0
0x12,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x12,0xB8
,
,
0x5E,0xA0
0x12,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x12,0xBA
,
,
0x5E,0xA0
0x12,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x12,0xB8
,
,
0x5E,0xA0
0x12,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x12,0xB8
,
,
0x5E,0xA0
0x12,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x12,0xBA
,
,
0x5E,0xA0
0x12,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x12,0xBA
,
,
0x5E,0xA0
0x12,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x12,0xB9
,
,
0x5E,0xA0
0x12,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x12,0xB9
,
,
0x5E,0xA0
0x12,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x12,0xBB
,
,
0x5E,0xA0
0x12,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x12,0xBA
,
,
0x5E,0xA0
0x12,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x12,0xB9
,
,
0x5E,0xA0
0x12,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x12,0xB8
,
,
0x5E,0xA0
0x12,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x12,0xB8
,
,
0x5E,0xA0
0x12,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x12,0xB9
,
,
0x5E,0xA0
0x12,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x12,0xB9
,
,
0x5E,0xA0
0x12,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x12,0xB9
,
,
0x5E,0xA0
0x12,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x12,0xB8
,
,
0x5E,0xA0
0x12,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x12,0xB8
,
,
0x5E,0xA0
0x12,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x12,0xB9
,
,
0x5E,0xA0
0x12,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x12,0xB9
,
,
0x5E,0xA0
0x12,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x12,0xB8
,
,
0x5E,0xA0
0x12,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x12,0xB9
,
,
0x5E,0xA0
0x12,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x12,0xB9
,
,
0x5E,0xA0
0x12,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x12,0xBA
,
,
0x5E,0xA0
0x12,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x12,0xBA
,
,
0x5E,0xA0
0x12,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x12,0xBA
,
,
0x5E,0xA0
0x12,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x12,0xB8
,
,
0x5E,0xA0
0x12,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x12,0xB7
,
,
0x5E,0xA0
0x12,0x00
0x5F,0xA0
0xA0,0x00
,
,
0x1E,0xA0
0x12,0xB9
,
,
